Keyframe_no cam_Tx cam_Ty cam_Tz cam_Rx cam_Ry cam_Rz Light_status phineas~Tx phineas~Ty phineas~Tz phineas~Sx phineas~Sy phineas~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz face-Rx face-Ry face-Rz face-Sx face-Sy face-Sz hair-Rx hair-Ry hair-Rz hair-Sx hair-Sy hair-Sz sleeve_left-Rx sleeve_left-Ry sleeve_left-Rz sleeve_left-Sx sleeve_left-Sy sleeve_left-Sz hand_left-Rx hand_left-Ry hand_left-Rz hand_left-Sx hand_left-Sy hand_left-Sz sleeve_right-Rx sleeve_right-Ry sleeve_right-Rz sleeve_right-Sx sleeve_right-Sy sleeve_right-Sz hand_right-Rx hand_right-Ry hand_right-Rz hand_right-Sx hand_right-Sy hand_right-Sz thigh_left-Rx thigh_left-Ry thigh_left-Rz thigh_left-Sx thigh_left-Sy thigh_left-Sz leg_left-Rx leg_left-Ry leg_left-Rz leg_left-Sx leg_left-Sy leg_left-Sz shoe_left-Rx shoe_left-Ry shoe_left-Rz shoe_left-Sx shoe_left-Sy shoe_left-Sz thigh_right-Rx thigh_right-Ry thigh_right-Rz thigh_right-Sx thigh_right-Sy thigh_right-Sz leg_right-Rx leg_right-Ry leg_right-Rz leg_right-Sx leg_right-Sy leg_right-Sz shoe_right-Rx shoe_right-Ry shoe_right-Rz shoe_right-Sx shoe_right-Sy shoe_right-Sz perry~Tx perry~Ty perry~Tz perry~Sx perry~Sy perry~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz face-Rx face-Ry face-Rz face-Sx face-Sy face-Sz eye_left-Rx eye_left-Ry eye_left-Rz eye_left-Sx eye_left-Sy eye_left-Sz eye_ball_left-Rx eye_ball_left-Ry eye_ball_left-Rz eye_ball_left-Sx eye_ball_left-Sy eye_ball_left-Sz eye_right-Rx eye_right-Ry eye_right-Rz eye_right-Sx eye_right-Sy eye_right-Sz eye_ball_right-Rx eye_ball_right-Ry eye_ball_right-Rz eye_ball_right-Sx eye_ball_right-Sy eye_ball_right-Sz upper_mouth-Rx upper_mouth-Ry upper_mouth-Rz upper_mouth-Sx upper_mouth-Sy upper_mouth-Sz lower_mouth-Rx lower_mouth-Ry lower_mouth-Rz lower_mouth-Sx lower_mouth-Sy lower_mouth-Sz tail-Rx tail-Ry tail-Rz tail-Sx tail-Sy tail-Sz front_left_leg-Rx front_left_leg-Ry front_left_leg-Rz front_left_leg-Sx front_left_leg-Sy front_left_leg-Sz front_left_foot-Rx front_left_foot-Ry front_left_foot-Rz front_left_foot-Sx front_left_foot-Sy front_left_foot-Sz front_right_leg-Rx front_right_leg-Ry front_right_leg-Rz front_right_leg-Sx front_right_leg-Sy front_right_leg-Sz front_right_foot-Rx front_right_foot-Ry front_right_foot-Rz front_right_foot-Sx front_right_foot-Sy front_right_foot-Sz back_left_leg-Rx back_left_leg-Ry back_left_leg-Rz back_left_leg-Sx back_left_leg-Sy back_left_leg-Sz back_left_foot-Rx back_left_foot-Ry back_left_foot-Rz back_left_foot-Sx back_left_foot-Sy back_left_foot-Sz back_right_leg-Rx back_right_leg-Ry back_right_leg-Rz back_right_leg-Sx back_right_leg-Sy back_right_leg-Sz back_right_foot-Rx back_right_foot-Ry back_right_foot-Rz back_right_foot-Sx back_right_foot-Sy back_right_foot-Sz hat-Rx hat-Ry hat-Rz hat-Sx hat-Sy hat-Sz ball~Tx ball~Ty ball~Tz ball~Sx ball~Sy ball~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz spaceship~Tx spaceship~Ty spaceship~Tz spaceship~Sx spaceship~Sy spaceship~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz sp_image-Rx sp_image-Ry sp_image-Rz sp_image-Sx sp_image-Sy sp_image-Sz
31 -3.6 -2.6 8 -2 47 4 1 0 9.9 0.35 1 1 1 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 3.75 5.45 0.3 1 1 1 0 -1 -67 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 0 0.6 0.6 0.6 0 3 8 0.4 0.07 0.25 5 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 65 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 10.5 0 62.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 2.8 -15.35 -4.15 1 1 1 0 0 0 0.1 0.1 0.1 0 -5 2 1 1 1 0 0 0 1 1 1 -90 0 0 0.03 0.03 0.03
34 -3.6 -2.6 8 3 47 4 1 0 10.15 0.35 1 1 1 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 3 7 0.5 1 1 1 40.5 -6 -97 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 0 0.6 0.6 0.6 0 3 8 0.4 0.07 0.25 5 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 83.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 10.5 0 62.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 2.8 -15.35 -4.15 1 1 1 0 0 0 0.1 0.1 0.1 0 -5 2 1 1 1 0 0 0 1 1 1 -90 0 0 0.03 0.03 0.03
40 -3.6 -2.6 8 17 47 4 1 0 11.15 0.35 1 1 1 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 1.95 10.75 0.7 1 1 1 82.5 -8 -161.5 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 70 0.4 0.07 0.25 -67 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 83.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 2.8 -15.35 -4.15 1 1 1 0 0 0 0.1 0.1 0.1 0 -5 2 1 1 1 0 0 0 1 1 1 -90 0 0 0.03 0.03 0.03
45 -5.4 -2.6 13.4 9 53 4 1 -3.75 7.95 0.6 1 1 1 -90 -19.5 0 0.4 0.4 0.4 98.5 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -83.5 -21.5 -12 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -89 49 -180 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 0 27.5 0 0.3 0.3 0.4 0 -34 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 4.3 7.4 0.45 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 2.8 -15.35 -4.15 1 1 1 0 0 0 0.1 0.1 0.1 0 -5 2 1 1 1 0 0 0 1 1 1 -90 0 0 0.03 0.03 0.03
50 -5.4 -2.6 13.4 9 53 4 1 -5 2.6 0.25 1 1 1 -90 -19.5 0 0.4 0.4 0.4 98.5 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -83.5 -21.5 -12 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -65.5 21.5 -146 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 0 48 0 0.3 0.3 0.4 0 -48.5 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 12 44.5 0 0.3 0.3 0.4 0 -44 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 2.8 -15.35 -4.15 1 1 1 0 0 0 0.1 0.1 0.1 0 -5 2 1 1 1 0 0 0 1 1 1 -90 0 0 0.03 0.03 0.03
52 -5.4 -2.6 13.4 9 53 4 1 -5 2.6 0.25 1 1 1 -90 -19.5 0 0.4 0.4 0.4 98.5 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -83.5 -21.5 -12 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -65.5 21.5 -146 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 0 48 0 0.3 0.3 0.4 0 -48.5 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 12 44.5 0 0.3 0.3 0.4 0 -44 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 2.8 -15.35 -4.15 1 1 1 0 0 0 0.1 0.1 0.1 0 -5 2 1 1 1 0 0 0 1 1 1 -90 0 0 0.03 0.03 0.03
55 -5.4 -2.6 13.4 9 53 4 1 -5.45 3 -0.4 1 1 1 -90 -19.5 0 0.4 0.4 0.4 61.5 1.5 -150 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 42 -12 0.3 0.3 0.3 -70.5 -32.5 90 0.3 0.3 0.3 -192.5 -55 -146 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 0 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 12 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 2.8 -15.35 -4.15 1 1 1 0 0 0 0.1 0.1 0.1 0 -5 2 1 1 1 0 0 0 1 1 1 -90 0 0 0.03 0.03 0.03
58 -5.4 -2.6 13.4 19 53 4 1 -5.45 3 -0.4 1 1 1 -90 -94 0 0.4 0.4 0.4 61.5 1.5 -150 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 49.5 -12 0.3 0.3 0.3 -90 -1.5 90 0.3 0.3 0.3 -183.5 -55 -146 0.3 0.3 0.3 -79 3.5 -90 0.3 0.3 0.3 0 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 12 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 2.8 -15.35 -4.15 1 1 1 0 0 0 0.1 0.1 0.1 0 -5 2 1 1 1 0 0 0 1 1 1 -90 0 0 0.03 0.03 0.03
59 -5.4 -2.6 13.4 19 53 4 0 -5.45 3 -0.4 1 1 1 -90 -94 0 0.4 0.4 0.4 61.5 1.5 -150 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 49.5 -12 0.3 0.3 0.3 -90 -1.5 90 0.3 0.3 0.3 -183.5 -55 -146 0.3 0.3 0.3 -79 3.5 -90 0.3 0.3 0.3 0 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 12 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 2.8 -15.35 -4.15 1 1 1 0 0 0 0.1 0.1 0.1 0 -5 2 1 1 1 0 0 40 1 1 1 -90 0 0 0.03 0.03 0.03
63 -5.60 -4.60 14.50 2.00 53.00 4.00 0 -5.45 3.00 -0.40 1.00 1.00 1.00 -90.00 -160.50 0.00 0.40 0.40 0.40 83.50 1.50 -150.00 0.50 0.50 0.50 35.00 0.00 0.00 0.50 0.50 0.50 -30.00 49.50 -12.00 0.30 0.30 0.30 -90.00 -1.50 90.00 0.30 0.30 0.30 -39.00 -3.50 -146.00 0.30 0.30 0.30 -79.00 3.50 -90.00 0.30 0.30 0.30 2.00 -4.50 0.00 0.30 0.30 0.40 0.00 0.00 0.00 0.10 0.10 0.20 0.00 0.00 90.00 0.30 0.30 0.30 10.00 -12.50 0.00 0.30 0.30 0.40 0.00 0.00 0.00 0.10 0.10 0.20 0.00 0.00 90.00 0.30 0.30 0.30 5.80 1.50 0.35 1.00 1.00 1.00 157.50 -72.50 -161.50 1.00 0.30 0.30 0.00 0.00 0.00 0.30 0.30 0.30 0.00 0.00 0.00 0.10 0.10 0.10 0.00 0.00 0.00 0.02 0.05 0.05 0.00 0.00 0.00 0.10 0.10 0.10 0.00 0.00 0.00 0.02 0.05 0.05 0.00 -90.00 0.00 0.60 0.60 0.60 0.00 90.00 27.00 0.60 0.60 0.60 0.00 3.00 35.50 0.40 0.07 0.25 1.00 0.00 10.50 0.08 0.20 0.08 0.00 0.00 0.00 0.12 0.03 0.09 12.00 0.00 18.00 0.08 0.20 0.08 0.00 0.00 0.00 0.12 0.03 0.09 2.00 0.00 13.50 0.08 0.20 0.08 90.00 90.00 0.00 0.24 0.60 0.80 1.50 0.00 148.00 0.08 0.20 0.08 90.00 90.00 0.00 0.24 0.60 0.80 -90.00 0.00 70.00 0.00 0.00 0.00 2.80 -15.35 -4.15 1.00 1.00 1.00 0.00 0.00 0.00 0.10 0.10 0.10 0.00 -7.10 2.00 1.00 1.00 1.00 0.00 -26.00 -16.50 1.00 1.00 1.00 -90.00 0.00 0.00 0.03 0.03 0.03 
65 -5.60 -4.60 14.50 2.00 53.00 4.00 0 -5.45 3.00 -0.40 1.00 1.00 1.00 -90.00 -160.50 0.00 0.40 0.40 0.40 83.50 1.50 -150.00 0.50 0.50 0.50 35.00 0.00 0.00 0.50 0.50 0.50 -30.00 49.50 -12.00 0.30 0.30 0.30 -90.00 -1.50 90.00 0.30 0.30 0.30 -39.00 -3.50 -146.00 0.30 0.30 0.30 -79.00 3.50 -90.00 0.30 0.30 0.30 2.00 -4.50 0.00 0.30 0.30 0.40 0.00 0.00 0.00 0.10 0.10 0.20 0.00 0.00 90.00 0.30 0.30 0.30 10.00 -12.50 0.00 0.30 0.30 0.40 0.00 0.00 0.00 0.10 0.10 0.20 0.00 0.00 90.00 0.30 0.30 0.30 5.80 1.50 0.35 1.00 1.00 1.00 157.50 -72.50 -161.50 1.00 0.30 0.30 0.00 0.00 0.00 0.30 0.30 0.30 0.00 0.00 0.00 0.10 0.10 0.10 0.00 0.00 0.00 0.02 0.05 0.05 0.00 0.00 0.00 0.10 0.10 0.10 0.00 0.00 0.00 0.02 0.05 0.05 0.00 -90.00 0.00 0.60 0.60 0.60 0.00 90.00 27.00 0.60 0.60 0.60 0.00 3.00 35.50 0.40 0.07 0.25 1.00 0.00 10.50 0.08 0.20 0.08 0.00 0.00 0.00 0.12 0.03 0.09 12.00 0.00 18.00 0.08 0.20 0.08 0.00 0.00 0.00 0.12 0.03 0.09 2.00 0.00 13.50 0.08 0.20 0.08 90.00 90.00 0.00 0.24 0.60 0.80 1.50 0.00 148.00 0.08 0.20 0.08 90.00 90.00 0.00 0.24 0.60 0.80 -90.00 0.00 70.00 0.00 0.00 0.00 2.80 -15.35 -4.15 1.00 1.00 1.00 0.00 0.00 0.00 0.10 0.10 0.10 0.00 -10.10 2.00 1.00 1.00 1.00 -1.50 -19.50 18.50 1.00 1.00 1.00 -90.00 0.00 0.00 0.03 0.03 0.03 
68 -5.70 -4.60 10.30 -8.00 51.00 4.00 0 -5.45 3.00 -0.40 1.00 1.00 1.00 -90.00 -160.50 0.00 0.40 0.40 0.40 83.50 1.50 -150.00 0.50 0.50 0.50 35.00 0.00 0.00 0.50 0.50 0.50 -30.00 49.50 -12.00 0.30 0.30 0.30 -90.00 -1.50 90.00 0.30 0.30 0.30 -39.00 -3.50 -146.00 0.30 0.30 0.30 -79.00 3.50 -90.00 0.30 0.30 0.30 2.00 -4.50 0.00 0.30 0.30 0.40 0.00 0.00 0.00 0.10 0.10 0.20 0.00 0.00 90.00 0.30 0.30 0.30 10.00 -12.50 0.00 0.30 0.30 0.40 0.00 0.00 0.00 0.10 0.10 0.20 0.00 0.00 90.00 0.30 0.30 0.30 5.80 1.50 0.35 1.00 1.00 1.00 157.50 -72.50 -161.50 1.00 0.30 0.30 0.00 0.00 0.00 0.30 0.30 0.30 0.00 0.00 0.00 0.10 0.10 0.10 0.00 0.00 0.00 0.02 0.05 0.05 0.00 0.00 0.00 0.10 0.10 0.10 0.00 0.00 0.00 0.02 0.05 0.05 0.00 -90.00 0.00 0.60 0.60 0.60 0.00 90.00 27.00 0.60 0.60 0.60 0.00 3.00 35.50 0.40 0.07 0.25 1.00 0.00 10.50 0.08 0.20 0.08 0.00 0.00 0.00 0.12 0.03 0.09 12.00 0.00 18.00 0.08 0.20 0.08 0.00 0.00 0.00 0.12 0.03 0.09 2.00 0.00 13.50 0.08 0.20 0.08 90.00 90.00 0.00 0.24 0.60 0.80 1.50 0.00 148.00 0.08 0.20 0.08 90.00 90.00 0.00 0.24 0.60 0.80 -90.00 0.00 70.00 0.00 0.00 0.00 2.80 -15.35 -4.15 1.00 1.00 1.00 0.00 0.00 0.00 0.10 0.10 0.10 0.00 -18.42 2.00 1.00 1.00 1.00 9.00 -19.50 -15.50 1.00 1.00 1.00 -90.00 0.00 0.00 0.03 0.03 0.03 
