Keyframe_no cam_Tx cam_Ty cam_Tz cam_Rx cam_Ry cam_Rz Light_status phineas~Tx phineas~Ty phineas~Tz phineas~Sx phineas~Sy phineas~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz face-Rx face-Ry face-Rz face-Sx face-Sy face-Sz hair-Rx hair-Ry hair-Rz hair-Sx hair-Sy hair-Sz sleeve_left-Rx sleeve_left-Ry sleeve_left-Rz sleeve_left-Sx sleeve_left-Sy sleeve_left-Sz hand_left-Rx hand_left-Ry hand_left-Rz hand_left-Sx hand_left-Sy hand_left-Sz sleeve_right-Rx sleeve_right-Ry sleeve_right-Rz sleeve_right-Sx sleeve_right-Sy sleeve_right-Sz hand_right-Rx hand_right-Ry hand_right-Rz hand_right-Sx hand_right-Sy hand_right-Sz thigh_left-Rx thigh_left-Ry thigh_left-Rz thigh_left-Sx thigh_left-Sy thigh_left-Sz leg_left-Rx leg_left-Ry leg_left-Rz leg_left-Sx leg_left-Sy leg_left-Sz shoe_left-Rx shoe_left-Ry shoe_left-Rz shoe_left-Sx shoe_left-Sy shoe_left-Sz thigh_right-Rx thigh_right-Ry thigh_right-Rz thigh_right-Sx thigh_right-Sy thigh_right-Sz leg_right-Rx leg_right-Ry leg_right-Rz leg_right-Sx leg_right-Sy leg_right-Sz shoe_right-Rx shoe_right-Ry shoe_right-Rz shoe_right-Sx shoe_right-Sy shoe_right-Sz perry~Tx perry~Ty perry~Tz perry~Sx perry~Sy perry~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz face-Rx face-Ry face-Rz face-Sx face-Sy face-Sz eye_left-Rx eye_left-Ry eye_left-Rz eye_left-Sx eye_left-Sy eye_left-Sz eye_ball_left-Rx eye_ball_left-Ry eye_ball_left-Rz eye_ball_left-Sx eye_ball_left-Sy eye_ball_left-Sz eye_right-Rx eye_right-Ry eye_right-Rz eye_right-Sx eye_right-Sy eye_right-Sz eye_ball_right-Rx eye_ball_right-Ry eye_ball_right-Rz eye_ball_right-Sx eye_ball_right-Sy eye_ball_right-Sz upper_mouth-Rx upper_mouth-Ry upper_mouth-Rz upper_mouth-Sx upper_mouth-Sy upper_mouth-Sz lower_mouth-Rx lower_mouth-Ry lower_mouth-Rz lower_mouth-Sx lower_mouth-Sy lower_mouth-Sz tail-Rx tail-Ry tail-Rz tail-Sx tail-Sy tail-Sz front_left_leg-Rx front_left_leg-Ry front_left_leg-Rz front_left_leg-Sx front_left_leg-Sy front_left_leg-Sz front_left_foot-Rx front_left_foot-Ry front_left_foot-Rz front_left_foot-Sx front_left_foot-Sy front_left_foot-Sz front_right_leg-Rx front_right_leg-Ry front_right_leg-Rz front_right_leg-Sx front_right_leg-Sy front_right_leg-Sz front_right_foot-Rx front_right_foot-Ry front_right_foot-Rz front_right_foot-Sx front_right_foot-Sy front_right_foot-Sz back_left_leg-Rx back_left_leg-Ry back_left_leg-Rz back_left_leg-Sx back_left_leg-Sy back_left_leg-Sz back_left_foot-Rx back_left_foot-Ry back_left_foot-Rz back_left_foot-Sx back_left_foot-Sy back_left_foot-Sz back_right_leg-Rx back_right_leg-Ry back_right_leg-Rz back_right_leg-Sx back_right_leg-Sy back_right_leg-Sz back_right_foot-Rx back_right_foot-Ry back_right_foot-Rz back_right_foot-Sx back_right_foot-Sy back_right_foot-Sz hat-Rx hat-Ry hat-Rz hat-Sx hat-Sy hat-Sz ball~Tx ball~Ty ball~Tz ball~Sx ball~Sy ball~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz spaceship~Tx spaceship~Ty spaceship~Tz spaceship~Sx spaceship~Sy spaceship~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz sp_image-Rx sp_image-Ry sp_image-Rz sp_image-Sx sp_image-Sy sp_image-Sz
20 -10.8 5.8 -14.2 -28 -90 0 0 4 2.68 4.71 1 1 1 -90 -38.5 0 0.4 0.4 0.4 56 -1.5 -70 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -176 20 -62.5 0.3 0.3 0.3 -65 21 90 0.3 0.3 0.3 -62 0.5 -171.5 0.3 0.3 0.3 23 -125 -90 0.3 0.3 0.3 1.5 -16 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 -1.5 21 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 6.7 1.3 0 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 -33 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 40.5 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 0 0 0 0 3.74 -15.47 3.82 1 1 1 0 0 0 0.1 0.1 0.1 0 2.7 0 1 1 1 0 0 0 1 1 1 0 0 0 0.3 0.3 0.3
22 -14.7 6.9 -12.7 -1 -132 -34 0 3.48 2.62 3.87 1 1 1 -90 -38.5 0 0.4 0.4 0.4 56 -1.5 -70 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -181 29.5 -63.5 0.3 0.3 0.3 -65 21 90 0.3 0.3 0.3 -65 0.5 -171.5 0.3 0.3 0.3 23 -125 -90 0.3 0.3 0.3 9 18 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 -1.5 -31 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 6.7 1.3 0 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 -33 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 40.5 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 0 0 0 0 3.6 -13.67 3.5 1 1 1 0 0 0 0.1 0.1 0.1 0 2.7 0 1 1 1 0 0 0 1 1 1 0 0 0 0.3 0.3 0.3
25 -18.2 7.3 -14.4 -17 -134 -23 0 1.98 2.64 2.97 1 1 1 -90 -38.5 0 0.4 0.4 0.4 56 -1.5 -70 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -129.5 60.5 -63.5 0.3 0.3 0.3 -9.5 115.5 90 0.3 0.3 0.3 -41 33 -174.5 0.3 0.3 0.3 45 -155 -90 0.3 0.3 0.3 -3 -33.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 -6 21.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 6.32 1.24 0 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 -55 26.5 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 40.5 -30 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 0 26.5 0.4 0.07 0.25 0 0 26.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 7.5 0 -39.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 25.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 -27.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 0 0 0 0 3.5 -14.07 3.3 1 1 1 0 0 0 0.1 0.1 0.1 0 2 0 1 1 1 0 0 0 1 1 1 0 0 0 0.3 0.3 0.3
29 -19.3 6.8 -1.7 -9 -217 -33 0 1 2.58 1.15 1 1 1 -90 -38.5 0 0.4 0.4 0.4 35 -1.5 -70 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -32.5 -47 -9.5 0.3 0.3 0.3 30 180 90 0.3 0.3 0.3 -30 -8 -163 0.3 0.3 0.3 45 -176.5 -90 0.3 0.3 0.3 -9 17 7.5 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 -6 -31 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.88 1.28 -0.22 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 28.5 3.5 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 -18.5 4 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 3.5 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 3.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 7.5 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 -4.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 2.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 0 0 0 0 3.4 -14.01 3.2 1 1 1 0 0 0 0.1 0.1 0.1 0 1.5 0 1 1 1 0 0 0 1 1 1 0 0 0 0.3 0.3 0.3
32 -14.9 7.5 0.7 17 -261 -33 0 0.5 2.58 -0.07 1 1 1 -90 -38.5 0 0.4 0.4 0.4 35 -4.5 -70 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -32.5 -47 -9.5 0.3 0.3 0.3 30 180 90 0.3 0.3 0.3 -30 -8 -163 0.3 0.3 0.3 45 -176.5 -90 0.3 0.3 0.3 -9 2 7.5 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 -6 -1 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.88 1.28 -0.22 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 28.5 3.5 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 -18.5 4 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 3.5 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 3.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 7.5 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 -4.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 2.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 0 0 0 0 3.3 -14.75 3 1 1 1 0 0 0 0.1 0.1 0.1 0 1 0 1 1 1 0 0 0 1 1 1 0 0 0 0.3 0.3 0.3
34 -3.2 6.9 3.5 -1 -338 -12 0 0.5 2.58 -0.07 1 1 1 -90 -38.5 0 0.4 0.4 0.4 35 -4.5 -70 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 -47 -9.5 0.3 0.3 0.3 30 180 90 0.3 0.3 0.3 -30 18 -163 0.3 0.3 0.3 45 -176.5 -90 0.3 0.3 0.3 -9 2 7.5 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 -6 -1 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.88 1.28 -0.22 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 28.5 3.5 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 -18.5 4 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 3.5 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 3.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 7.5 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 -4.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 2.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 0 0 0 0 3.2 -15.43 2.6 1 1 1 0 0 0 0.1 0.1 0.1 0 0.5 0 1 1 1 0 0 0 1 1 1 0 0 0 0.3 0.3 0.3
36 2 1.6 5.2 -3 -343 -7 0 0.5 2.58 -0.07 1 1 1 -90 -38.5 0 0.4 0.4 0.4 35 -4.5 -70 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 -47 -9.5 0.3 0.3 0.3 30 180 90 0.3 0.3 0.3 -30 18 -163 0.3 0.3 0.3 45 -176.5 -90 0.3 0.3 0.3 -9 2 7.5 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 -6 -1 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.88 1.28 -0.22 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 28.5 3.5 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 -18.5 4 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 3.5 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 3.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 7.5 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 -4.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 2.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 0 0 0 0 3.1 -14.75 2.4 1 1 1 0 0 0 0.1 0.1 0.1 0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0.3 0.3 0.3
39 -0.8 3.6 1.1 -3 -335 -3 0 0.5 2.58 -0.07 1 1 1 -90 -38.5 0 0.4 0.4 0.4 35 -4.5 -70 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 -47 -9.5 0.3 0.3 0.3 30 180 90 0.3 0.3 0.3 -30 18 -163 0.3 0.3 0.3 45 -176.5 -90 0.3 0.3 0.3 -9 2 7.5 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 -6 -1 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.88 1.28 -0.22 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 28.5 3.5 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 -18.5 4 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 3.5 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 3.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 7.5 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 -4.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 2.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 0 0 0 0 3 -15.25 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -1 0 1 1 1 0 0 0 1 1 1 0 0 0 0.3 0.3 0.3
42 -0.4 -2 3 -3 -330 0 0 0.5 2.58 -0.07 1 1 1 -90 -38.5 0 0.4 0.4 0.4 35 -4.5 -70 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 -47 -9.5 0.3 0.3 0.3 30 180 90 0.3 0.3 0.3 -30 18 -163 0.3 0.3 0.3 45 -176.5 -90 0.3 0.3 0.3 -9 2 7.5 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 -6 -1 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.88 1.28 -0.22 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 28.5 3.5 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 -18.5 4 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 3.5 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 3.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 7.5 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 -4.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 2.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 0 0 0 0 3 -15.25 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -2 0 1 1 1 0 0 0 1 1 1 0 0 0 0.3 0.3 0.3
45 -0.4 -2.4 4.2 -4 -327 0 0 0 2.7 0.35 1 1 1 -90 -38.5 0 0.4 0.4 0.4 39.5 0 -90 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 0 -62.5 0.3 0.3 0.3 -90 0 90 0.3 0.3 0.3 -30 13.5 -90 0.3 0.3 0.3 -90 0 -90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 6.7 1.25 0 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -4 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
47 -0.4 -2.4 4.2 -4 -327 0 1 0 2.7 0.35 1 1 1 -90 -38.5 0 0.4 0.4 0.4 51.5 -15.5 -112 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -135.5 24.5 -62.5 0.3 0.3 0.3 -90 0 90 0.3 0.3 0.3 -145 -36 -90 0.3 0.3 0.3 -90 0 -90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 6.7 1.25 0 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -6 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
49 -0.4 -2.4 4.2 -4 -327 0 1 0 3.05 0.35 0.9 0.9 0.9 -90 -38.5 0 0.4 0.4 0.4 61 0 -52.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -165 1 -62.5 0.3 0.3 0.3 -90 0 90 0.3 0.3 0.3 -151.5 -13.5 -90 0.3 0.3 0.3 -90 0 -90 0.3 0.3 0.3 0 52.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 6.7 1.25 0 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
52 -0.4 -2.4 4.2 -4 -327 0 1 0 4.45 0.35 0.82 0.82 0.82 -90 -38.5 0 0.4 0.4 0.4 43.5 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -146.5 44 -62.5 0.3 0.3 0.3 -90 0 90 0.3 0.3 0.3 -176 -63 -90 0.3 0.3 0.3 -90 -4.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 50 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 6.7 1.25 0 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
60 -0.4 -2.4 4.2 -4 -327 0 1 0 7.45 0.35 0.74 0.74 0.74 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 6.7 1.25 0 1 1 1 0 0 0 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 0 0 0.4 0.07 0.25 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 0 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
62 -0.4 -2.4 4.2 -4 -327 0 1 0 7.95 0.35 0.66 0.66 0.66 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 6.7 2.4 0 1 1 1 0 -2 -83 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 3 62 0.4 0.07 0.25 -90 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 90 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 -4 0 90 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 90 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
64 -0.4 -2.4 4.2 -4 -327 0 1 0 8.7 0.35 0.58 0.58 0.58 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 6.25 2.45 -0.05 1 1 1 0 -1.5 -80 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 3 62 0.4 0.07 0.25 -6.5 0 0 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 56 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 133.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 0 0 63.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
